,hit,points.total,points.position,hitter,set,oss,dig,opponent,result,order
,attempt,23,-5,gully,3,1,0,gustavus,0,98
,attempt,23,-5,gully,3,1,1,gustavus,0,98
,attempt,23,-5,cat,3,0,1,gustavus,0,98
,attempt,24,-6,cat,3,0,0,gustavus,0,98
,error,24,-6,cat,3,1,1,gustavus,0,98
,kill,26,-8,gully,3,0,0,gustavus,0,98
,attempt,27,-7,gully,3,1,1,gustavus,0,98
,kill,27,-7,any,3,1,1,gustavus,0,98
,attempt,29,-7,gully,3,0,0,gustavus,0,98
,kill,31,-9,any,3,0,0,gustavus,0,98
,kill,35,-9,t,3,0,0,gustavus,0,98
,attempt,37,-9,any,3,0,0,gustavus,0,98
,attempt,38,-8,kate,3,0,1,gustavus,0,98
,error,1,-1,cat,2,0,0,augsburg,1,93
,attempt,2,-2,t,2,0,0,augsburg,1,93
,kill,2,-2,kate,2,0,0,augsburg,1,93
,kill,4,-2,gully,2,0,0,augsburg,1,93
,attempt,5,-1,gully,2,1,1,augsburg,1,93
,kill,5,-1,cat,2,0,0,augsburg,1,93
,attempt,7,-1,cat,2,1,1,augsburg,1,93
,attempt,7,-1,nic,2,0,0,augsburg,1,93
,attempt,8,0,nic,2,0,0,augsburg,1,93
,attempt,9,1,any,2,0,1,augsburg,1,93
,kill,10,2,any,2,1,1,augsburg,1,93
,kill,11,1,gully,2,0,0,augsburg,1,93
,kill,15,3,t,2,0,1,augsburg,1,93
,attempt,17,3,any,2,0,0,augsburg,1,93
,attempt,17,3,any,2,0,1,augsburg,1,93
,kill,17,3,any,2,0,1,augsburg,1,93
,kill,20,6,kate,2,0,1,augsburg,1,93
,attempt,22,6,t,2,0,0,augsburg,1,93
,kill,22,6,any,2,0,0,augsburg,1,93
,error,25,7,kate,2,0,0,augsburg,1,93
,kill,26,6,kate,2,0,1,augsburg,1,93
,attempt,27,7,gully,2,0,1,augsburg,1,93
,attempt,27,7,gully,2,0,1,augsburg,1,93
,attempt,27,7,gully,2,1,0,augsburg,1,93
,attempt,27,7,cat,2,0,1,augsburg,1,93
,attempt,28,8,kate,2,0,1,augsburg,1,93
,error,28,8,cat,2,0,1,augsburg,1,93
,kill,29,7,gully,2,0,0,augsburg,1,93
,kill,31,7,cat,2,0,0,augsburg,1,93
,error,32,8,any,2,0,1,augsburg,1,93
,kill,33,7,gully,2,0,0,augsburg,1,93
,attempt,34,8,t,2,0,1,augsburg,1,93
,kill,36,8,t,2,1,0,augsburg,1,93
,error,38,10,any,2,0,1,augsburg,1,93
,attempt,39,9,t,2,1,0,augsburg,1,93
,error,39,9,any,2,0,0,augsburg,1,93
,kill,40,8,kate,2,0,0,augsburg,1,93
,kill,1,-1,cat,1,0,0,augsburg,0,92
,attempt,4,0,kate,1,0,0,augsburg,0,92
,error,5,-1,cat,1,0,1,augsburg,0,92
,kill,6,-2,cat,1,0,0,augsburg,0,92
,kill,9,-1,gully,1,0,0,augsburg,0,92
,kill,10,0,any,1,0,1,augsburg,0,92
,attempt,12,0,nic,1,0,0,augsburg,0,92
,attempt,12,0,gully,1,0,0,augsburg,0,92
,kill,14,0,any,1,0,0,augsburg,0,92
,attempt,18,-2,kate,1,0,0,augsburg,0,92
,kill,19,-3,kate,1,0,0,augsburg,0,92
,attempt,20,-2,kate,1,0,1,augsburg,0,92
,kill,21,-1,cat,1,1,1,augsburg,0,92
,attempt,22,0,t,1,0,1,augsburg,0,92
,error,25,1,kate,1,0,0,augsburg,0,92
,attempt,26,0,kate,1,0,0,augsburg,0,92
,kill,26,0,cat,1,0,0,augsburg,0,92
,error,27,1,cat,1,1,1,augsburg,0,92
,attempt,28,0,kate,1,0,0,augsburg,0,92
,kill,30,0,gully,1,0,0,augsburg,0,92
,attempt,31,1,gully,1,0,1,augsburg,0,92
,attempt,32,0,gully,1,0,0,augsburg,0,92
,attempt,32,0,nic,1,0,0,augsburg,0,92
,attempt,33,-1,nic,1,0,0,augsburg,0,92
,error,33,-1,nic,1,0,1,augsburg,0,92
,kill,34,-2,gully,1,0,0,augsburg,0,92
,error,35,-1,any,1,1,1,augsburg,0,92
,kill,36,-2,t,1,0,0,augsburg,0,92
,error,38,-2,kate,1,0,0,augsburg,0,92
,kill,39,-3,kate,1,0,0,augsburg,0,92
,error,40,-2,kate,1,0,1,augsburg,0,92
,error,41,-3,kate,1,0,0,augsburg,0,92
,attempt,42,-4,cat,1,0,0,augsburg,0,92
,kill,42,-4,kate,1,0,0,augsburg,0,92
,kill,43,-3,gully,1,0,1,augsburg,0,92
,attempt,44,-2,cat,1,0,1,augsburg,0,92
,kill,45,-3,gully,1,0,0,augsburg,0,92
,attempt,46,-2,gully,1,1,1,augsburg,0,92
,kill,46,-2,gully,1,1,1,augsburg,0,92
,kill,2,-2,kate,2,0,0,gustavus,0,97
,kill,5,-3,gully,2,0,1,gustavus,0,97
,attempt,8,-2,nic,2,0,0,gustavus,0,97
,attempt,12,0,any,2,1,1,gustavus,0,97
,kill,13,-1,gully,2,0,0,gustavus,0,97
,kill,15,-1,any,2,0,0,gustavus,0,97
,kill,16,0,kate,2,0,0,gustavus,0,97
,attempt,18,2,any,2,0,0,gustavus,0,97
,attempt,19,3,kate,2,0,1,gustavus,0,97
,attempt,21,3,kate,2,0,0,gustavus,0,97
,kill,22,2,any,2,0,0,gustavus,0,97
,attempt,23,3,kate,2,0,1,gustavus,0,97
,attempt,23,3,cat,2,0,0,gustavus,0,97
,attempt,25,3,cat,2,0,1,gustavus,0,97
,error,25,3,gully,2,0,1,gustavus,0,97
,error,28,2,gully,2,0,0,gustavus,0,97
,attempt,29,1,nic,2,0,0,gustavus,0,97
,attempt,29,1,gully,2,0,1,gustavus,0,97
,attempt,30,0,nic,2,0,0,gustavus,0,97
,kill,31,-1,cat,2,0,0,gustavus,0,97
,kill,34,0,gully,2,0,0,gustavus,0,97
,error,35,1,any,2,1,1,gustavus,0,97
,attempt,36,0,t,2,0,0,gustavus,0,97
,error,37,-1,any,2,0,0,gustavus,0,97
,attempt,38,-2,t,2,0,0,gustavus,0,97
,attempt,39,-3,t,2,1,1,gustavus,0,97
,kill,40,-4,t,2,0,0,gustavus,0,97
,attempt,41,-3,t,2,1,1,gustavus,0,97
,error,42,-4,kate,2,0,0,gustavus,0,97
,error,43,-5,kate,2,0,0,gustavus,0,97
,attempt,18,-8,kate,1,0,0,gustavus,0,96
,kill,18,-8,kate,1,0,0,gustavus,0,96
,kill,19,-7,cat,1,0,1,gustavus,0,96
,kill,21,-7,kate,1,0,0,gustavus,0,96
,attempt,22,-6,cat,1,0,1,gustavus,0,96
,kill,23,-7,cat,1,0,0,gustavus,0,96
,attempt,24,-6,cat,1,1,0,gustavus,0,96
,kill,24,-6,gully,1,0,1,gustavus,0,96
,kill,26,-6,cat,1,0,0,gustavus,0,96
,attempt,27,-5,gully,1,1,1,gustavus,0,96
,attempt,28,-4,gully,1,1,1,gustavus,0,96
,attempt,30,-4,gully,1,0,0,gustavus,0,96
,attempt,30,-4,gully,1,0,1,gustavus,0,96
,error,31,-5,gully,1,0,0,gustavus,0,96
,kill,32,-6,nic,1,0,0,gustavus,0,96
,attempt,35,-5,t,1,0,0,gustavus,0,96
,attempt,35,-5,any,1,1,1,gustavus,0,96
,attempt,37,-7,nic,1,0,0,gustavus,0,96
,kill,39,-9,nic,1,0,0,gustavus,0,96
,attempt,40,-8,kate,1,0,1,gustavus,0,96
,kill,41,-7,kate,1,0,1,gustavus,0,96
,kill,42,-6,t,1,0,1,gustavus,0,96
,attempt,1,-1,kate,2,0,0,stbens,0,81
,attempt,1,-1,t,2,0,1,stbens,0,81
,attempt,1,-1,kate,2,0,1,stbens,0,81
,kill,2,0,cat,2,1,1,stbens,0,81
,attempt,4,0,cat,2,1,1,stbens,0,81
,attempt,5,-1,gully,2,0,0,stbens,0,81
,kill,5,-1,cat,2,1,1,stbens,0,81
,kill,6,0,cat,2,0,1,stbens,0,81
,attempt,11,-1,gully,2,0,0,stbens,0,81
,attempt,11,-1,gully,2,0,1,stbens,0,81
,attempt,11,-1,any,2,1,1,stbens,0,81
,kill,11,-1,nic,2,0,1,stbens,0,81
,error,12,0,t,2,0,1,stbens,0,81
,attempt,13,-1,any,2,0,0,stbens,0,81
,error,14,-2,nic,2,0,0,stbens,0,81
,attempt,15,-3,any,2,0,0,stbens,0,81
,attempt,16,-4,any,2,0,0,stbens,0,81
,kill,16,-4,t,2,0,1,stbens,0,81
,attempt,18,-4,kate,2,0,0,stbens,0,81
,kill,18,-4,kate,2,0,1,stbens,0,81
,attempt,19,-3,t,2,1,1,stbens,0,81
,attempt,21,-3,kate,2,0,0,stbens,0,81
,attempt,23,-3,cat,2,0,0,stbens,0,81
,attempt,23,-3,gully,2,0,0,stbens,0,81
,attempt,23,-3,cat,2,0,0,stbens,0,81
,kill,23,-3,gully,2,1,1,stbens,0,81
,kill,26,0,nic,2,0,1,stbens,0,81
,attempt,29,-1,cat,2,1,0,stbens,0,81
,error,29,-1,gully,2,1,0,stbens,0,81
,kill,30,-2,cat,2,0,0,stbens,0,81
,attempt,32,-2,gully,2,0,0,stbens,0,81
,attempt,33,-3,gully,2,0,0,stbens,0,81
,kill,34,-2,nic,2,0,0,stbens,0,81
,kill,37,-1,nic,2,0,0,stbens,0,81
,attempt,38,0,t,2,0,0,stbens,0,81
,kill,38,0,kate,2,0,0,stbens,0,81
,error,40,0,any,2,0,0,stbens,0,81
,kill,42,-2,kate,2,0,0,stbens,0,81
,error,43,-1,cat,2,0,1,stbens,0,81
,kill,44,-2,cat,2,0,0,stbens,0,81
,kill,47,-1,cat,2,1,1,stbens,0,81
,error,48,0,cat,2,0,1,stbens,0,81
,attempt,49,-1,cat,2,0,0,stbens,0,81
,attempt,49,-1,gully,2,1,0,stbens,0,81
,attempt,51,-1,nic,2,0,0,stbens,0,81
,attempt,51,-1,nic,2,0,1,stbens,0,81
,error,0,0,cat,1,0,0,stbens,0,80
,kill,1,-1,cat,1,0,0,stbens,0,80
,kill,2,0,cat,1,1,1,stbens,0,80
,attempt,4,0,kate,1,0,0,stbens,0,80
,attempt,4,0,kate,1,0,0,stbens,0,80
,kill,4,0,cat,1,1,1,stbens,0,80
,kill,8,0,nic,1,0,0,stbens,0,80
,error,11,1,nic,1,0,0,stbens,0,80
,kill,12,0,gully,1,0,1,stbens,0,80
,error,14,0,any,1,0,0,stbens,0,80
,kill,17,-1,kate,1,0,0,stbens,0,80
,attempt,19,-1,cat,1,0,0,stbens,0,80
,attempt,22,-2,cat,1,1,0,stbens,0,80
,error,23,-1,cat,1,1,1,stbens,0,80
,attempt,24,-2,cat,1,0,0,stbens,0,80
,kill,25,-1,nic,1,0,1,stbens,0,80
,attempt,26,0,nic,1,0,1,stbens,0,80
,attempt,27,1,any,1,1,1,stbens,0,80
,attempt,27,1,any,1,0,0,stbens,0,80
,kill,28,0,gully,1,0,0,stbens,0,80
,error,30,0,any,1,0,0,stbens,0,80
,attempt,31,-1,any,1,0,0,stbens,0,80
,kill,33,-1,kate,1,0,0,stbens,0,80
,error,34,0,t,1,0,1,stbens,0,80
,kill,35,-1,cat,1,0,0,stbens,0,80
,attempt,37,1,kate,1,0,1,stbens,0,80
,attempt,37,1,kate,1,0,0,stbens,0,80
,attempt,37,1,cat,1,0,0,stbens,0,80
,attempt,37,1,gully,1,0,1,stbens,0,80
,attempt,38,0,kate,1,0,0,stbens,0,80
,kill,38,0,kate,1,0,1,stbens,0,80
,attempt,41,-1,nic,1,0,0,stbens,0,80
,kill,41,-1,cat,1,1,0,stbens,0,80
,error,42,0,cat,1,0,1,stbens,0,80
,kill,43,-1,gully,1,0,0,stbens,0,80
,kill,44,0,t,1,0,1,stbens,0,80
,kill,45,1,cat,1,0,1,stbens,0,80
,attempt,47,1,nic,1,0,0,stbens,0,80
,attempt,49,-1,nic,1,0,0,stbens,0,80
,attempt,49,-1,nic,1,0,0,stbens,0,80
,attempt,49,-1,t,1,1,0,stbens,0,80
,kill,1,-1,kate,1,0,0,bethel,0,71
,attempt,3,-1,gully,1,0,0,bethel,0,71
,attempt,3,-1,gully,1,1,1,bethel,0,71
,kill,4,0,gully,1,0,1,bethel,0,71
,kill,5,1,nic,1,0,1,bethel,0,71
,kill,7,1,cat,1,0,0,bethel,0,71
,attempt,10,0,gully,1,0,0,bethel,0,71
,kill,10,0,gully,1,0,0,bethel,0,71
,attempt,12,0,any,1,0,0,bethel,0,71
,attempt,12,0,nic,1,0,1,bethel,0,71
,kill,14,-2,any,1,0,0,bethel,0,71
,kill,15,-1,kate,1,0,1,bethel,0,71
,kill,17,-1,any,1,0,0,bethel,0,71
,kill,20,0,t,1,0,0,bethel,0,71
,error,23,1,gully,1,0,0,bethel,0,71
,error,24,0,gully,1,0,0,bethel,0,71
,kill,25,-1,cat,1,0,0,bethel,0,71
,kill,29,-1,gully,1,0,0,bethel,0,71
,kill,31,-1,nic,1,0,0,bethel,0,71
,attempt,33,-1,any,1,0,0,bethel,0,71
,attempt,33,-1,any,1,0,0,bethel,0,71
,error,34,0,t,1,0,1,bethel,0,71
,attempt,35,-1,cat,1,0,0,bethel,0,71
,kill,37,-3,kate,1,0,0,bethel,0,71
,attempt,39,-3,cat,1,0,0,bethel,0,71
,kill,41,-3,cat,1,0,0,bethel,0,71
,attempt,42,-2,nic,1,0,1,bethel,0,71
,kill,42,-2,gully,1,0,0,bethel,0,71
,error,44,-2,nic,1,0,0,bethel,0,71
,attempt,45,-3,gully,1,0,0,bethel,0,71
,error,1,-1,kate,2,0,0,bethel,0,72
,attempt,2,-2,kate,2,0,0,bethel,0,72
,attempt,2,-2,cat,2,0,0,bethel,0,72
,attempt,3,-1,kate,2,0,1,bethel,0,72
,attempt,3,-1,cat,2,0,1,bethel,0,72
,kill,3,-1,cat,2,0,0,bethel,0,72
,kill,6,0,cat,2,0,0,bethel,0,72
,error,8,0,gully,2,0,0,bethel,0,72
,kill,9,-1,nic,2,0,0,bethel,0,72
,attempt,11,-1,gully,2,0,0,bethel,0,72
,attempt,11,-1,gully,2,0,0,bethel,0,72
,error,11,-1,any,2,0,0,bethel,0,72
,kill,12,-2,nic,2,0,0,bethel,0,72
,attempt,15,-1,any,2,0,0,bethel,0,72
,kill,15,-1,t,2,0,0,bethel,0,72
,attempt,18,0,cat,2,0,1,bethel,0,72
,attempt,19,-1,cat,2,0,0,bethel,0,72
,attempt,19,-1,cat,2,1,1,bethel,0,72
,attempt,19,-1,cat,2,0,0,bethel,0,72
,attempt,21,1,kate,2,0,0,bethel,0,72
,attempt,22,0,cat,2,0,0,bethel,0,72
,kill,22,0,cat,2,1,1,bethel,0,72
,attempt,23,1,gully,2,0,1,bethel,0,72
,error,23,1,cat,2,1,1,bethel,0,72
,attempt,24,0,nic,2,0,0,bethel,0,72
,error,27,-1,gully,2,0,0,bethel,0,72
,attempt,29,-3,gully,2,0,0,bethel,0,72
,error,30,-2,t,2,0,1,bethel,0,72
,error,31,-3,any,2,0,0,bethel,0,72
,attempt,32,-4,t,2,1,0,bethel,0,72
,attempt,33,-5,any,2,0,0,bethel,0,72
,attempt,34,-6,t,2,1,1,bethel,0,72
,attempt,34,-6,nic,2,0,1,bethel,0,72
,kill,38,-8,kate,2,0,0,bethel,0,72
,attempt,40,-8,t,2,0,0,bethel,0,72
,error,40,-8,cat,2,0,0,bethel,0,72
,attempt,0,0,cat,1,0,0,augsburg,1,76
,attempt,0,0,cat,1,0,1,augsburg,1,76
,kill,0,0,cat,1,0,0,augsburg,1,76
,kill,1,1,kate,1,0,0,augsburg,1,76
,kill,2,2,cat,1,1,1,augsburg,1,76
,kill,4,2,cat,1,0,0,augsburg,1,76
,kill,5,3,gully,1,0,1,augsburg,1,76
,attempt,6,4,cat,1,0,0,augsburg,1,76
,attempt,6,4,gully,1,0,0,augsburg,1,76
,kill,6,4,nic,1,0,1,augsburg,1,76
,kill,7,5,cat,1,0,1,augsburg,1,76
,attempt,8,6,gully,1,0,0,augsburg,1,76
,kill,9,5,nic,1,0,0,augsburg,1,76
,attempt,10,6,gully,1,0,1,augsburg,1,76
,kill,11,5,gully,1,0,0,augsburg,1,76
,kill,14,6,any,1,0,0,augsburg,1,76
,attempt,18,6,any,1,0,0,augsburg,1,76
,kill,18,6,t,1,0,0,augsburg,1,76
,attempt,19,7,kate,1,0,1,augsburg,1,76
,attempt,19,7,cat,1,0,1,augsburg,1,76
,attempt,20,6,cat,1,0,0,augsburg,1,76
,attempt,20,6,kate,1,0,1,augsburg,1,76
,attempt,22,4,cat,1,0,0,augsburg,1,76
,kill,22,4,cat,1,0,1,augsburg,1,76
,attempt,24,4,gully,1,0,0,augsburg,1,76
,error,24,4,cat,1,1,1,augsburg,1,76
,kill,25,3,cat,1,0,0,augsburg,1,76
,kill,26,4,gully,1,0,0,augsburg,1,76
,error,29,5,cat,1,1,1,augsburg,1,76
,error,30,4,nic,1,0,0,augsburg,1,76
,kill,31,3,gully,1,0,0,augsburg,1,76
,error,33,3,gully,1,0,0,augsburg,1,76
,kill,34,2,gully,1,0,0,augsburg,1,76
,attempt,35,3,t,1,1,1,augsburg,1,76
,attempt,37,1,t,1,0,0,augsburg,1,76
,attempt,37,1,any,1,0,0,augsburg,1,76
,attempt,37,1,any,1,0,1,augsburg,1,76
,kill,41,3,t,1,0,1,augsburg,1,76
,kill,43,3,kate,1,0,0,augsburg,1,76
,attempt,45,3,cat,1,0,0,augsburg,1,76
,attempt,46,2,kate,1,0,0,augsburg,1,76
,kill,46,2,cat,1,0,0,augsburg,1,76
,error,0,0,t,5,0,0,bethel,0,75
,error,2,-2,t,5,1,0,bethel,0,75
,kill,3,-3,kate,5,0,0,bethel,0,75
,attempt,5,-1,gully,5,0,1,bethel,0,75
,error,6,-2,kate,5,0,0,bethel,0,75
,error,7,-3,kate,5,0,0,bethel,0,75
,kill,8,-4,cat,5,0,0,bethel,0,75
,attempt,10,-4,gully,5,0,0,bethel,0,75
,attempt,10,-4,cat,5,1,1,bethel,0,75
,error,10,-4,gully,5,1,1,bethel,0,75
,attempt,11,-5,nic,5,0,0,bethel,0,75
,kill,11,-5,gully,5,0,1,bethel,0,75
,attempt,12,-4,any,5,1,1,bethel,0,75
,attempt,14,-6,gully,5,0,0,bethel,0,75
,kill,15,-7,nic,5,0,0,bethel,0,75
,attempt,18,-6,any,5,0,0,bethel,0,75
,attempt,19,-7,nic,5,0,0,bethel,0,75
,attempt,19,-7,t,5,0,0,bethel,0,75
,attempt,19,-7,any,5,0,0,bethel,0,75
,attempt,1,1,cat,4,1,1,bethel,1,74
,kill,3,-1,kate,4,0,0,bethel,1,74
,attempt,5,-1,gully,4,0,0,bethel,1,74
,attempt,6,0,gully,4,0,1,bethel,1,74
,kill,8,0,cat,4,0,0,bethel,1,74
,kill,9,1,any,4,0,1,bethel,1,74
,attempt,11,1,gully,4,0,0,bethel,1,74
,error,11,1,any,4,1,1,bethel,1,74
,attempt,12,0,gully,4,0,0,bethel,1,74
,kill,12,0,gully,4,0,1,bethel,1,74
,attempt,13,1,t,4,0,1,bethel,1,74
,attempt,14,2,any,4,1,1,bethel,1,74
,kill,14,2,any,4,0,0,bethel,1,74
,attempt,15,3,t,4,0,1,bethel,1,74
,kill,15,3,any,4,0,1,bethel,1,74
,attempt,17,3,nic,4,0,0,bethel,1,74
,error,17,3,t,4,0,0,bethel,1,74
,attempt,18,2,t,4,0,0,bethel,1,74
,kill,20,0,t,4,0,1,bethel,1,74
,attempt,24,-2,any,4,0,0,bethel,1,74
,attempt,26,-2,kate,4,0,0,bethel,1,74
,attempt,27,-3,cat,4,1,0,bethel,1,74
,kill,28,-4,cat,4,0,0,bethel,1,74
,attempt,29,-3,cat,4,1,1,bethel,1,74
,kill,31,-3,cat,4,0,0,bethel,1,74
,kill,34,-2,nic,4,0,1,bethel,1,74
,attempt,35,-1,nic,4,0,1,bethel,1,74
,attempt,38,0,t,4,1,1,bethel,1,74
,attempt,39,-1,any,4,0,0,bethel,1,74
,kill,39,-1,any,4,0,1,bethel,1,74
,kill,40,0,t,4,0,0,bethel,1,74
,error,42,0,any,4,0,0,bethel,1,74
,attempt,43,-1,any,4,1,0,bethel,1,74
,attempt,43,-1,any,4,1,1,bethel,1,74
,kill,44,-2,kate,4,0,0,bethel,1,74
,attempt,47,-1,kate,4,0,0,bethel,1,74
,attempt,47,-1,kate,4,0,1,bethel,1,74
,kill,50,0,kate,4,0,1,bethel,1,74
,kill,0,0,cat,3,0,0,bethel,1,73
,kill,2,0,kate,3,0,0,bethel,1,73
,attempt,4,0,cat,3,0,0,bethel,1,73
,kill,4,0,nic,3,0,1,bethel,1,73
,kill,6,2,any,3,1,1,bethel,1,73
,kill,7,3,any,3,0,1,bethel,1,73
,attempt,11,1,any,3,0,0,bethel,1,73
,kill,11,1,t,3,0,0,bethel,1,73
,error,13,1,t,3,0,0,bethel,1,73
,attempt,17,1,cat,3,1,1,bethel,1,73
,attempt,17,1,t,3,0,1,bethel,1,73
,kill,19,3,cat,3,1,1,bethel,1,73
,kill,21,3,cat,3,0,0,bethel,1,73
,kill,23,3,cat,3,0,0,bethel,1,73
,kill,24,4,cat,3,1,1,bethel,1,73
,attempt,25,5,gully,3,0,1,bethel,1,73
,error,25,5,gully,3,1,1,bethel,1,73
,kill,26,4,nic,3,0,0,bethel,1,73
,attempt,29,5,gully,3,0,0,bethel,1,73
,kill,32,2,gully,3,0,0,bethel,1,73
,attempt,33,3,any,3,1,1,bethel,1,73
,kill,33,3,any,3,0,1,bethel,1,73
,attempt,35,3,any,3,0,0,bethel,1,73
,kill,37,1,any,3,0,0,bethel,1,73
,attempt,38,2,t,3,0,1,bethel,1,73
,kill,38,2,kate,3,0,1,bethel,1,73
,kill,42,4,cat,3,1,1,bethel,1,73
,attempt,1,-1,cat,2,0,0,augsburg,0,77
,attempt,1,-1,cat,2,0,0,augsburg,0,77
,attempt,1,-1,cat,2,1,1,augsburg,0,77
,kill,1,-1,t,2,0,1,augsburg,0,77
,error,4,0,kate,2,0,0,augsburg,0,77
,kill,7,-1,cat,2,0,0,augsburg,0,77
,kill,10,0,gully,2,0,0,augsburg,0,77
,kill,15,1,any,2,0,0,augsburg,0,77
,attempt,17,1,t,2,0,0,augsburg,0,77
,kill,18,0,any,2,0,0,augsburg,0,77
,kill,19,1,kate,2,0,1,augsburg,0,77
,attempt,21,1,kate,2,0,0,augsburg,0,77
,attempt,21,1,t,2,1,1,augsburg,0,77
,kill,22,0,cat,2,0,0,augsburg,0,77
,attempt,23,1,gully,2,1,1,augsburg,0,77
,attempt,23,1,cat,2,0,0,augsburg,0,77
,attempt,23,1,gully,2,0,1,augsburg,0,77
,attempt,25,-1,kate,2,0,0,augsburg,0,77
,kill,26,-2,gully,2,0,0,augsburg,0,77
,attempt,28,-2,cat,2,0,0,augsburg,0,77
,error,28,-2,gully,2,0,0,augsburg,0,77
,attempt,30,-4,nic,2,0,0,augsburg,0,77
,error,30,-4,cat,2,0,0,augsburg,0,77
,kill,31,-5,gully,2,0,0,augsburg,0,77
,kill,32,-4,gully,2,0,1,augsburg,0,77
,attempt,33,-3,nic,2,0,0,augsburg,0,77
,error,33,-3,any,2,0,1,augsburg,0,77
,kill,35,-5,gully,2,0,0,augsburg,0,77
,attempt,36,-4,nic,2,0,1,augsburg,0,77
,kill,37,-5,t,2,0,0,augsburg,0,77
,kill,38,-4,t,2,1,1,augsburg,0,77
,attempt,39,-3,t,2,1,1,augsburg,0,77
,kill,40,-2,kate,2,0,0,augsburg,0,77
,attempt,41,-1,t,2,1,1,augsburg,0,77
,kill,42,-2,any,2,0,0,augsburg,0,77
,attempt,43,-1,kate,2,0,1,augsburg,0,77
,attempt,44,0,kate,2,0,0,augsburg,0,77
,attempt,44,0,t,2,0,0,augsburg,0,77
,kill,46,0,kate,2,0,0,augsburg,0,77
,attempt,47,1,kate,2,0,0,augsburg,0,77
,attempt,48,0,gully,2,0,0,augsburg,0,77
,kill,48,0,cat,2,1,1,augsburg,0,77
,attempt,0,0,cat,3,1,1,augsburg,1,78
,attempt,0,0,cat,3,1,1,augsburg,1,78
,attempt,0,0,kate,3,0,0,augsburg,1,78
,attempt,0,0,cat,3,0,0,augsburg,1,78
,error,1,-1,cat,3,0,0,augsburg,1,78
,attempt,2,-2,cat,3,0,0,augsburg,1,78
,kill,7,-5,gully,3,0,0,augsburg,1,78
,attempt,9,-3,nic,3,0,1,augsburg,1,78
,attempt,9,-3,gully,3,1,1,augsburg,1,78
,kill,9,-3,gully,3,0,1,augsburg,1,78
,kill,10,-2,cat,3,0,0,augsburg,1,78
,kill,12,-2,nic,3,0,0,augsburg,1,78
,kill,14,0,gully,3,0,0,augsburg,1,78
,kill,17,-1,nic,3,0,0,augsburg,1,78
,attempt,19,-1,any,3,0,0,augsburg,1,78
,attempt,20,-2,kate,3,0,0,augsburg,1,78
,kill,20,-2,t,3,0,1,augsburg,1,78
,kill,21,-1,t,3,1,1,augsburg,1,78
,attempt,23,1,t,3,1,1,augsburg,1,78
,error,23,1,cat,3,0,1,augsburg,1,78
,kill,24,0,kate,3,0,0,augsburg,1,78
,kill,26,0,cat,3,0,0,augsburg,1,78
,kill,27,1,gully,3,0,1,augsburg,1,78
,attempt,29,1,nic,3,0,0,augsburg,1,78
,kill,30,2,gully,3,1,1,augsburg,1,78
,attempt,32,2,any,3,1,1,augsburg,1,78
,kill,33,1,nic,3,0,0,augsburg,1,78
,kill,34,2,any,3,1,1,augsburg,1,78
,error,35,3,t,3,1,1,augsburg,1,78
,error,36,2,nic,3,0,0,augsburg,1,78
,kill,38,0,any,3,0,0,augsburg,1,78
,attempt,39,1,kate,3,1,1,augsburg,1,78
,kill,39,1,kate,3,0,1,augsburg,1,78
,attempt,40,2,t,3,1,1,augsburg,1,78
,attempt,41,3,t,3,1,1,augsburg,1,78
,error,41,3,kate,3,0,0,augsburg,1,78
,attempt,42,2,kate,3,0,0,augsburg,1,78
,attempt,42,2,any,3,0,1,augsburg,1,78
,error,44,2,kate,3,0,1,augsburg,1,78
,attempt,45,1,cat,3,0,0,augsburg,1,78
,kill,46,2,cat,3,1,1,augsburg,1,78
,attempt,2,0,gully,3,0,0,augsburg,1,94
,kill,3,1,cat,3,1,1,augsburg,1,94
,kill,5,1,cat,3,0,0,augsburg,1,94
,kill,9,3,nic,3,0,0,augsburg,1,94
,kill,12,6,nic,3,0,0,augsburg,1,94
,kill,14,6,nic,3,0,0,augsburg,1,94
,kill,20,12,kate,3,0,1,augsburg,1,94
,attempt,22,14,kate,3,0,0,augsburg,1,94
,attempt,22,14,kate,3,0,0,augsburg,1,94
,error,22,14,t,3,0,0,augsburg,1,94
,attempt,23,15,kate,3,0,0,augsburg,1,94
,kill,23,15,t,3,0,0,augsburg,1,94
,error,25,15,any,3,0,0,augsburg,1,94
,kill,27,15,t,3,0,1,augsburg,1,94
,attempt,30,18,cat,3,0,1,augsburg,1,94
,attempt,30,18,t,3,0,0,augsburg,1,94
,attempt,30,18,kate,3,0,1,augsburg,1,94
,kill,30,18,kate,3,0,0,augsburg,1,94
,attempt,2,0,kate,4,0,0,augsburg,1,95
,kill,3,-1,cat,4,0,0,augsburg,1,95
,kill,6,0,nic,4,0,0,augsburg,1,95
,kill,8,0,gully,4,1,0,augsburg,1,95
,attempt,9,1,nic,4,0,1,augsburg,1,95
,kill,9,1,any,4,0,1,augsburg,1,95
,kill,10,2,nic,4,0,1,augsburg,1,95
,kill,11,3,nic,4,0,1,augsburg,1,95
,attempt,15,3,t,4,0,0,augsburg,1,95
,attempt,15,3,t,4,0,0,augsburg,1,95
,attempt,16,4,kate,4,0,0,augsburg,1,95
,attempt,16,4,any,4,0,1,augsburg,1,95
,kill,16,4,t,4,1,1,augsburg,1,95
,kill,18,6,kate,4,0,1,augsburg,1,95
